date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:19:18	1232/1232	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/marquee/sql.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/marquee/sql.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:19	374/374	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/star.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/star.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:19	619/619	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:00%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/announcement.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/announcement.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:19	2824/2824	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/quote.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/quote.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:20	2652/2652	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:00%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/agency2.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/agency2.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:20	5667/5667	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:00%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/agency1.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/agency1.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:21	127914/127914	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:00%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/avatar.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/avatar.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:21	41062/41062	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/Gallery/slide1.jpg	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/Gallery/slide1.jpg	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:21	43340/43340	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/Gallery/slide3.jpg	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/Gallery/slide3.jpg	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:22	28191/28191	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/Gallery/slide2.jpg	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/Gallery/slide2.jpg	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:22	274/274	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/starLight.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/starLight.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:22	54984/54984	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/Gallery/slide4.jpg	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/Gallery/slide4.jpg	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:22	824/824	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:00%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/awardIcon/seo.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/awardIcon/seo.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:23	1051/1051	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:00%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/awardIcon/data-analysis.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/awardIcon/data-analysis.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:23	691/691	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:00%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/awardIcon/audit.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/awardIcon/audit.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:23	650/650	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:00%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/awardIcon/statement.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/awardIcon/statement.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:24	868/868	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:00%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/awardIcon/announcement.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/awardIcon/announcement.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:24	881/881	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:00%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/awardIcon/light-bulb.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/awardIcon/light-bulb.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:24	12949/12949	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/pricing/price1.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/pricing/price1.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:24	6325/6325	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/pricing/price2.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/pricing/price2.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:25	5088/5088	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/pricing/price3.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/pricing/price3.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:25	485/485	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/testimonials/qouteSign.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/testimonials/qouteSign.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:25	17887/17887	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202025%2016:35:04%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/testimonials/t1.jpg	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/testimonials/t1.jpg	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:26	16046/16046	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202025%2016:35:04%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/testimonials/t2.jpg	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/testimonials/t2.jpg	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:26	14711/14711	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202025%2016:35:04%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/testimonials/t3.jpg	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/testimonials/t3.jpg	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:26	9780/9780	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/tabs/chart.jpg	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/tabs/chart.jpg	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:27	7738/7738	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/client.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/client.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:27	17161/17161	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/posts/p1.jpg	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/posts/p1.jpg	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:27	23274/23274	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/posts/p2.jpg	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/posts/p2.jpg	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:28	30261/30261	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/posts/p3.jpg	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/posts/p3.jpg	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:28	2193/2193	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/skills/stack.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/skills/stack.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:29	1745/1745	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/skills/py.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/skills/py.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:29	1270/1270	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/skills/discord.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/skills/discord.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:29	1316/1316	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/skills/gcloud.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/skills/gcloud.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:29	848/848	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/skills/x.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/skills/x.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:30	1438/1438	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/skills/insta.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/skills/insta.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:30	3726/3726	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:02%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/review.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/review.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:30	199/199	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2016:35:00%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/arrow.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/arrow.png	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:31	87533/87533	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2013%20Dec%202024%2018:53:46%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/dist/libraries/jquery-3.7.1.min.js	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/dist/libraries/jquery-3.7.1.min.js	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:31	20095/20095	---M-Z	200	added ('OK')	application/javascript	etag:W/%224e7f-YDO5/9GsCmSrp3VxzVXmgduuK5k%22	https://cdn.jsdelivr.net/npm/@popperjs/core@2.11.6/dist/umd/popper.min.js	C:/My%20Web%20Sites/TestProject/cdn.jsdelivr.net/npm/@popperjs/core@2.11.6/dist/umd/popper.min.js	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:32	9029/9029	---M-Z	200	added ('OK')	application/javascript	etag:W/%222345-x4Nvs+th+W5si8A0TXfPVhh5gxU%22	https://cdn.jsdelivr.net/npm/jquery.marquee@1.6.0/jquery.marquee.min.js	C:/My%20Web%20Sites/TestProject/cdn.jsdelivr.net/npm/jquery.marquee@1.6.0/jquery.marquee.min.js	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:32	60635/60635	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2020%20Feb%202024%2020:04:44%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/dist/framework/bootstrap/js/bootstrap.min.js	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/dist/framework/bootstrap/js/bootstrap.min.js	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:32	153610/153610	---M-Z	200	added ('OK')	application/javascript	etag:W/%222580a-OcT3y9cJSJFZETN8otKT7rIexRk%22	https://cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.js	C:/My%20Web%20Sites/TestProject/cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.js	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:32	2622/2622	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2025%20Oct%202023%2016:12:36%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/dist/libraries/swiperSlider/effects/spring-slider.js	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/dist/libraries/swiperSlider/effects/spring-slider.js	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:33	48674/48674	---M-Z	200	added ('OK')	application/javascript	etag:%22659ca275-3f69%22	https://cdnjs.cloudflare.com/ajax/libs/smooth-scrollbar/8.8.4/smooth-scrollbar.min.js	C:/My%20Web%20Sites/TestProject/cdnjs.cloudflare.com/ajax/libs/smooth-scrollbar/8.8.4/smooth-scrollbar.min.js	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:34	6742/6742	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2006%20Jan%202025%2011:29:12%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/dist/js/custom.js	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/dist/js/custom.js	(from https://templates.seekviral.com/yoso/pages/landing1/index.html)
16:19:34	60584/60584	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Jan%202025%2022:16:40%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/header/headerBg.png	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/header/headerBg.png	(from https://templates.seekviral.com/yoso/pages/landing1/assets/dist/css/theme.css)
16:19:35	84736/84736	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jan%202025%2022:16:40%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/bg.jpg	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/bg.jpg	(from https://templates.seekviral.com/yoso/pages/landing1/assets/dist/css/theme.css)
16:19:36	73139/73139	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jan%202025%2022:16:40%20GMT	https://templates.seekviral.com/yoso/pages/landing1/assets/images/bgDark.jpg	C:/My%20Web%20Sites/TestProject/templates.seekviral.com/yoso/pages/landing1/assets/images/bgDark.jpg	(from https://templates.seekviral.com/yoso/pages/landing1/assets/dist/css/theme.css)
